Latitude,Longitude,occurrence
17.655560346194378,87.07896163708358,0
31.728060983878024,82.779184230124,0
26.386026341007486,83.09070075502018,0
23.12943596815201,74.09351021317478,0
12.318383307406895,85.10727918992933,0
12.317794196999515,84.82618096061805,0
9.926414389689386,76.36992381591499,0
29.66329767943858,75.28167591431927,0
23.189434291933637,75.75147554872058,0
25.801770021257198,75.21474917370747,0
9.010534484683074,87.32524370979856,0
32.19689373561853,77.48729807878644,0
28.83938924946642,78.79547111993195,0
13.693956650359628,76.94185180059279,0
12.948678030237708,95.61334599936558,0
12.987256840912664,93.15596763130532,0
15.938602307091285,78.29704963426543,0
21.324449378516988,80.60809678014685,0
19.05761983862891,77.80656372281625,0
15.620769782027828,84.51993036129585,0
23.451696761050837,73.27638147788197,0
11.91478144679306,88.79322143173215,0
15.643130193057727,85.26468705183197,0
17.455813827817607,94.20401702692489,0
19.646848930743175,76.72331006675874,0
27.68494604381739,91.95348365635714,0
13.384618176820934,91.66426232450908,0
21.067459809259784,75.83739032670698,0
22.976934338557903,82.2982744550639,0
23.346476956600156,78.87380671153818,0
12.672665791106272,79.0767833240514,0
10.096600622617569,86.05220363568344,0
31.683395055279135,82.60424392596431,0
32.09241211680376,95.37282880061287,0
28.252106091121902,75.81808116473029,0
15.94767647770486,95.99086050195172,0
10.893325489472568,78.30047324824272,0
25.21951189882406,91.20984308645887,0
19.258079527792958,80.87959092164542,0
20.601998001048777,93.23385977669506,0
9.347684569522206,80.16276454214295,0
30.717054663792126,88.49532521865734,0
14.828230277620701,86.29521565700003,0
24.68924789279839,84.04092796952202,0
16.12102137627509,84.61381630077989,0
21.209939460277234,90.24239326495581,0
21.860651003966765,74.8991703298475,0
13.022670370077268,88.71733806388859,0
32.188950442359136,94.13671680834592,0
27.439652052158145,74.18530348030785,0
31.454136479187824,76.15813109793997,0
30.36307580981854,89.87085099310158,0
23.110910203274123,83.2201659240969,0
31.023669965081275,82.41706046425983,0
10.669122292121136,76.07035917557246,0
13.294471010382493,84.87452403069648,0
9.612411053290245,75.82225153991688,0
16.45365857908586,84.15673207149989,0
18.0008471535267,90.98941631693644,0
15.135217245112692,78.95817777062665,0
28.748894970806205,84.25590804831081,0
17.22113504681537,96.42710867444934,0
15.369333328342078,89.15706041758168,0
21.762608121114596,92.84026119063506,0
11.949716720323384,82.68606321423543,0
28.10066807889391,91.0904948208942,0
10.328605804108115,73.77392983154338,0
32.61154270244887,75.73573133149918,0
27.36911410800679,77.64414172435703,0
13.361217490126032,82.37904681614252,0
8.642650402167135,92.94473188226749,0
28.42463946247431,81.0532947946833,0
25.77208910030769,88.39451844264615,0
26.31307726294026,89.69663484324994,0
27.34531477248185,86.76514776960546,0
10.316247437260106,81.31460603318448,0
17.262958815835038,86.54780707298013,0
11.3377683904983,80.95805313080452,0
29.58824944979498,74.80633996658736,0
23.73123555257484,96.44586934341939,0
16.589644154827724,75.8374204295222,0
10.060129605187248,74.53194789436986,0
16.103222251269713,93.72528773259171,0
16.450068032020333,79.99548603779317,0
26.327707513599798,88.2915687666801,0
24.079506334727142,80.64236642002224,0
30.177096333200957,82.12912192825083,0
20.041173592706606,79.04980438275456,0
11.428752487506571,80.97658534627818,0
25.928096264310355,82.58732782004023,0
27.089221446976936,89.96094244396907,0
22.216433978026608,84.98799513612171,0
27.337910216511048,95.27360818485599,0
20.56826074067959,73.80657543359148,0
21.275024838904336,84.78639467404331,0
18.950056365400396,86.71854266282101,0
9.128615734555412,94.71726458339063,0
11.14292238504595,73.97985089123662,0
9.275405646579408,86.46320033326629,0
16.185620637953992,78.56924035346707,0
20.929128227435328,93.67199658302985,0
30.674216654766447,73.26287958454546,0
14.596501044862624,90.2475527494808,0
18.530986381729853,95.02477030448472,0
14.095953241592447,83.26177214162087,0
10.387938294471553,73.87801332706736,0
15.584678690654556,94.71528443230301,0
12.445452954318982,84.00616667801198,0
31.21474941222322,73.49984550015951,0
28.2453414004964,89.23254622166304,0
23.97805584273385,84.28093196359494,0
29.79236515412584,75.7698747706205,0
28.13669588418319,77.91081681179777,0
13.064572332896716,74.34487412818184,0
30.307673494375692,86.4821025623844,0
21.68069377291235,87.61858501289326,0
28.228727573437865,84.85005585913393,0
30.39394656118197,92.26281428086502,0
16.27470716990718,93.30813110496658,0
11.1956904603719,87.4660947926689,0
14.07487522417712,73.1132023143658,0
18.93947514566587,89.3613121228488,0
28.487002275521974,82.76109577668248,0
29.530295049904588,86.27411723783402,0
8.67757710493269,88.26260975787898,0
20.98228986875266,81.1478247405486,0
18.70264048218927,94.64349691059347,0
13.932547751846148,75.9991320953701,0
11.435374366951624,88.79664493908668,0
16.75370400194089,72.91329152813648,0
31.537441070677623,94.82330687564387,0
16.401698909932307,75.48796352785118,0
21.17874020709332,75.06847433724211,0
25.678340237798963,80.73764249534159,0
17.3890814700686,81.70325033246975,0
32.24262116718988,77.91148968884067,0
32.01462794950302,86.73989511563809,0
14.657318529660074,83.35426154281268,0
20.652594736515347,73.62314182945761,0
15.856441473929024,80.41967720603489,0
15.464733249457186,92.10403557214683,0
9.408706228605363,89.22970033451556,0
23.395800864977797,90.06700057206518,0
20.785229901939545,89.43005131233406,0
9.76509701121305,80.21304929145063,0
15.313450017773771,75.18226776098804,0
30.69129912149136,79.2963142526329,0
14.358846881508448,92.61238657336521,0
12.046695959040736,96.15224480767203,0
20.46219114415744,84.56685663439252,0
32.58134280630038,73.04044304289776,0
14.419745311674236,76.14364347339996,0
24.924042601322796,80.47749449215131,0
27.10960493661912,86.58428061784288,0
14.311846563914196,74.59730624030271,0
26.29376225862226,95.26865812692225,0
17.490527455708783,81.5012989176163,0
23.951240057684053,94.53602215924663,0
23.98113215421801,91.39192111828032,0
21.593559602248938,90.79471639849648,0
10.713018835314276,87.25409167238564,0
28.909238453419057,87.73177481338703,0
16.34252271143479,87.99888324302552,0
13.063313310676836,87.77790387867508,0
9.503671634108278,85.99249007738045,0
22.939770094259732,96.29373916369488,0
25.056636175049782,90.24364681919506,0
8.912919775185303,91.30679876146874,0
21.0151586585402,93.58082423803944,0
14.039719572026064,77.94338462265057,0
24.265503181792212,74.80468344044588,0
12.766510404767722,84.30610104926409,0
25.38326803397696,85.04857383628801,0
17.953417053100168,92.55040277069585,0
31.38650746825467,83.37496188264427,0
11.866594857756649,86.40019186772108,0
16.83799574708731,85.35784151213747,0
11.279259670801213,73.719020032833,0
31.09253069073784,87.45634554156138,0
29.935948293689876,92.52329785429481,0
14.807754289917705,76.55922422341884,0
24.62725386192185,86.95916567848687,0
28.467644619696976,86.94199582291145,0
22.068024092120652,76.71836472691493,0
21.44398420735497,75.7488824896735,0
14.414787705380721,96.14227284228181,0
10.781723601175313,82.18304393815693,0
30.421410367585416,78.22388601671388,0
30.499623447323458,76.88834164376098,0
23.97067247447565,88.70355464045845,0
16.788254726855484,87.31898471072567,0
17.03688615427388,88.1309894429263,0
26.238547573432832,74.90472022112412,0
30.418833680335496,94.0824943682099,0
30.174011129883255,82.07703370264682,0
27.555488489813968,80.27010168377797,0
24.188783753036084,83.81725800402552,0
10.562815758731519,82.09607197283916,0
12.455403963229221,93.3692735818658,0
30.454100247675854,94.9330572266091,0
23.319224803737562,80.03402010673513,0
8.732407144334548,93.3778158839063,0
10.986122886864532,91.4157603957531,0
24.713170866308566,94.96988051280566,0
8.631402319591492,78.66024724992484,0
12.435360066268336,86.54556458874373,0
21.910073291025135,79.34577236467923,0
24.431305013433423,72.93625667861681,0
13.985340286758909,86.25653953605882,0
25.902070842162708,80.88515013865813,0
14.302358887444058,80.49185366615954,0
16.455352811048282,88.16322983761555,0
26.74011294542526,93.08137780908828,0
24.37443704763338,87.31303502772097,0
29.249243417379084,93.12157779199778,0
24.56934071143413,79.10894601455888,0
22.388169304359252,85.1776391126697,0
10.795694151836603,83.53573425578183,0
17.48888299349371,73.08673815745087,0
14.985090883634022,86.06591089213036,0
14.466990484970246,88.55886603673164,0
32.27262541559188,86.90161464694384,0
18.10881202834997,90.33862358346707,0
30.295157559086107,86.41177437815703,0
23.92273220748782,74.39866937490781,0
27.92028001305433,75.58179893929635,0
20.784205798977602,87.01018183504738,0
22.598100786987416,79.3561193589589,0
20.53704919949115,74.70566654206971,0
13.276400284025778,83.03734893917253,0
26.152976400370306,86.00664057517025,0
15.36537303772272,80.63618257937104,0
9.10167210442025,89.96136224814363,0
24.27281831565035,88.13619106878592,0
12.833536082707736,80.73313636717859,0
31.47757483176904,90.78127115777104,0
31.80656645312927,88.25343047716332,0
30.852461244550206,87.9856019684484,0
17.548548409075913,85.98533513775126,0
8.885290999808419,73.08066168705516,0
31.18106647072142,89.39172710699088,0
18.965764196383102,81.76218638977156,0
32.11739268086444,95.25085977044712,0
32.04326958361243,92.28382785452706,0
29.341713926210446,86.80114774531592,0
15.699409126246218,78.8133704467388,0
17.913419815102586,77.65954054676277,0
29.295972978582803,80.91327669612741,0
16.248293309310867,84.15548186469057,0
12.647475399345637,79.85813588269914,0
22.107113565787564,85.06878179816066,0
25.50763666946178,96.08658355677753,0
22.4309740625281,75.37893434799453,0
10.881220441672266,94.996937174208,0
23.528738287229977,94.55968208629182,0
32.68889152032891,85.31711948940924,0
11.929195405185732,90.06793902968923,0
21.167481473139564,83.190802703159,0
29.936771836785077,87.80916791141132,0
26.600339365551136,80.9178263395814,0
25.53171741166713,79.97940058375575,0
25.665276432360685,86.57581549789006,0
17.288003778914117,84.6688168627732,0
15.678476557512603,86.60692222044831,0
28.275646159403102,79.63422625450124,0
28.294018878729283,81.54591830297116,0
29.685185838687012,74.80691663828527,0
30.812800570651426,74.05407966538127,0
20.99682452339011,78.84372877154497,0
20.75683137507528,74.57714621041524,0
28.00537032115909,75.28013609301622,0
24.38252217942134,92.16344746781317,0
25.652644155201294,73.73499292772726,0
27.944248931609863,88.49740576573222,0
16.762984781214627,93.55898938713804,0
17.68103055907077,84.35604596361289,0
10.803196532954999,80.08456961497448,0
22.631714525783607,85.133287312824,0
9.385633485099357,81.90303811044386,0
19.879561999542567,86.24420481432927,0
21.761351542165876,75.53626302392452,0
15.506272622531439,96.54554082390534,0
22.938312403659708,82.94100241388136,0
9.252717283956008,81.10006711865472,0
9.419971606265271,89.71795590366065,0
28.599005903515177,81.47310426102486,0
17.30508815440079,92.6478363390901,0
11.611108874439658,83.62463658164845,0
21.26306757872541,89.94052363991536,0
27.31413031653117,75.36771286655134,0
13.778999121382032,92.95364327274858,0
23.721279068577964,90.32524575663733,0
10.592307785394262,77.84998742942115,0
9.770054356354231,76.26842428136467,0
21.485604068904053,80.33969018783156,0
21.712271116565397,96.0474859303659,0
24.076390563606488,78.92406650950441,0
26.241860812794165,83.66883519116666,0
32.34202692499286,73.52421222760837,0
21.117917672242864,82.2665698833787,0
16.3956793838438,86.41130981822653,0
27.92943637088097,95.50119530595975,0
15.122595377908057,85.11179156975912,0
19.229232954339295,92.31055329836727,0
10.42399969181177,85.83534530471118,0
9.126945537492382,73.78049695651865,0
32.01954010570784,80.30911936315283,0
28.92578879074138,86.51200426209547,0
25.506278922955033,95.44094645675877,0
18.496060528584486,93.26340927454584,0
12.740325174701695,78.24611967212961,0
12.328602379619046,78.04980659904894,0
14.619720221664949,77.59896363742794,0
21.922111297377413,94.77206774851214,0
25.961096449450658,93.1095114465383,0
24.632464258786428,91.2576845412142,0
15.344894324051502,82.159615851565,0
31.82944453955826,84.8176394499267,0
26.530200827851218,83.8641662372421,0
22.047342815409664,78.8423235913602,0
23.448469161269077,84.83305116401553,0
18.756106150670753,73.53555235734855,0
14.558369267333635,75.94760051101173,0
17.202068468841897,93.91715026281545,0
27.01744070789084,90.70525887275633,0
8.859325122889363,82.87701999367194,0
11.34274066026993,85.12165550864223,0
9.631348307661456,81.61831877728049,0
9.502539842821312,90.44575743560247,0
29.401580384545625,91.47918526513178,0
25.693944767947123,90.98155718994784,0
20.0890179379308,90.01321593522387,0
10.897283322987052,77.6782758992531,0
20.515023144639407,80.85578449506374,0
20.07187083869791,83.99543446400648,0
12.738067168398521,80.68491699408229,0
19.104187458031532,90.78288225390745,0
18.240873043099526,80.6506466057504,0
23.549324609750627,76.1004866702384,0
24.01932988786281,82.30973137982589,0
9.614284886578474,96.13899904220874,0
17.65733098590674,78.18721465588456,0
23.793804783407452,87.38358358293613,0
20.796397435839182,83.11758814893827,0
29.426719001645743,74.5004308889792,0
24.59573673034385,84.42471499385394,0
12.487294747711134,89.52641066551713,0
10.23135181540156,85.0280820863162,0
9.15529127386095,79.68842292210856,0
22.814783448964796,74.8628935331617,0
31.4719977752666,95.10696374701419,0
22.563181574026927,81.81348144869948,0
17.988455288199138,86.53238468328715,0
24.21947432319144,91.6652649059386,0
19.700164318004077,80.53065917231402,0
21.83394356125364,89.85972331392573,0
31.502150896002007,76.0335099966194,0
17.937963756235114,79.74453123240703,0
30.62009708904423,92.12302565294641,0
13.289788247336958,78.11026397101638,0
10.201861094776547,89.88922145198507,0
10.969183802727581,95.26725581912135,0
8.952828574351448,85.374537144127,0
10.814456525612087,85.66634760029285,0
25.18956184579303,83.78564426886659,0
10.24649230285767,80.56819150797139,0
16.29845112908245,84.13374752320084,0
29.143045266446236,87.160954857872,0
9.076172658337565,96.28368169285167,0
28.40038771424839,95.13550792123489,0
15.391809918389662,93.33537036362557,0
11.393840319265216,93.97764416359519,0
25.5249134696802,83.94790832257013,0
23.86910241097177,88.46173073369965,0
29.939188390227507,94.11897106898127,0
26.461181599063373,82.16474999817699,0
28.132027314327118,95.70684293808063,0
15.396201306758512,82.70840567206386,0
12.841568278863107,87.11988976205541,0
26.84082172034877,89.70831057412751,0
28.213940872163022,95.44089996378788,0
32.69991389105829,78.63324842159139,0
18.58556809681025,90.57315502930234,0
17.593962113342315,85.2089160220866,0
27.470918177051722,79.20322515118262,0
16.83157684601261,91.29871489375212,0
31.240630912927244,85.95663685747208,0
29.473684245834832,88.54575982014308,0
18.985544713806487,80.4970285413714,0
26.847081995923723,84.26752105018655,0
26.936762334817224,87.50727862770609,0
11.026479360248826,82.44949114378402,0
30.551765094462638,77.53229193320672,0
20.848081482775704,95.70393873249013,0
28.693207111325698,84.98636063839722,0
16.324681831889734,90.28244866049478,0
30.38007196267445,82.59558415955263,0
18.013654851832115,81.2643669470774,0
8.77247721884679,82.50314139697278,0
30.62086240318513,82.55152684428917,0
10.737367323880317,85.76517150451008,0
16.30670663236666,85.7482621888566,0
31.712128222145125,84.64558393085647,0
31.725443716781243,76.01843818372105,0
22.513447154366276,84.61991120874231,0
23.939794503180174,76.83547323900574,0
19.460628770186815,75.81250169803583,0
15.66916922641407,95.01364011828613,0
16.535093565572797,87.21196237851646,0
24.933394777514287,88.51043486191207,0
26.88380260130895,82.37527914725892,0
27.84133517432175,94.45023529063259,0
27.793442054147768,87.9971513374609,0
10.73539938780122,91.12165781095801,0
20.583518641289032,81.58412100824641,0
9.91359538044377,95.66516525485868,0
21.929492672156798,92.34278805308921,0
19.291736039527848,93.14004028342671,0
30.189099287209466,76.90904773864945,0
17.078539836455505,79.26050805440356,0
11.367027336209372,79.6096095410207,0
12.000212371946809,79.2592228052023,0
27.106943116683674,93.17479234684863,0
23.60715988492887,73.56860332003964,0
10.977602152036916,74.62126494665769,0
10.56200588496289,79.33078032634685,0
25.62827517323386,77.5680138198318,0
10.28494448118452,78.32954181084254,0
28.58091986943615,91.80668408735389,0
25.757065466457192,86.21624337813775,0
10.494643764155107,72.94688611515798,0
10.579857609491132,83.03068331582811,0
32.60550121866521,82.52029789412602,0
17.648982388599155,75.52227365190217,0
17.56035613269357,88.90687409906903,0
28.359626061656513,89.52481221081052,0
31.643413884125856,89.97230228229444,0
32.58990611147094,90.15271044586584,0
26.908315929898812,72.81075768722778,0
17.697556666965262,95.52015078253356,0
10.547202733621,92.19392992131962,0
27.488844326882955,94.33121599807176,0
22.14626498903964,73.18193072525784,0
18.868992758513247,95.04252071384019,0
30.644612550277905,92.08869425656249,0
11.22366960785208,92.74175381762637,0
20.53967259701273,75.03045713637137,0
8.785079858844886,90.398098291305,0
19.95436364317157,95.6628989728251,0
9.882931382500866,88.96414475480772,0
11.409791381620211,86.39324904726719,0
11.378243596023973,95.32275822264802,0
24.364115523845122,83.35480968374571,0
26.729206980734183,87.07729544571431,0
22.755999277603173,84.15001442664288,0
32.00791753115466,95.01841365581737,0
17.663631530532257,74.6209015885679,0
15.486021043834544,84.74000249014263,0
29.72247669562767,89.16425076924769,0
13.968891406450187,91.6629653757297,0
32.03356255111309,86.68982722256929,0
8.80463935983761,94.44873188754289,0
32.196135968721606,95.23614035006267,0
9.561917358474666,74.34079212683365,0
30.273091869465894,82.38901307053378,0
21.396370294525678,73.36800511684051,0
32.75998857836646,80.65214965960695,0
10.310188150810541,85.59109210429652,0
22.035136459763038,94.4934233591524,0
32.18206061288993,92.96400287741633,0
21.28393997420535,75.84497396769137,0
23.88023467666099,75.02433832241508,0
25.500770884362097,86.83859412824371,0
19.60950654299107,85.47799973172724,0
23.835280815644126,79.15133631009716,0
22.779093349844246,94.2234002066015,0
30.51769609601218,94.88795199287372,0
9.617762150871295,82.3947483144567,0
15.370033807447175,94.00554728596597,0
31.720664839497964,81.95043625045562,0
30.251615084252265,90.35140671898363,0
19.63675615028488,84.14058477328878,0
23.65392054923229,75.72792178934449,0
15.28254673946153,94.90146980344862,0
13.102456479738393,83.62049092518845,0
19.833165773471443,90.29593976501329,0
17.138066481438972,81.55106035009773,0
22.763017445827543,73.25901010407064,0
10.4063717792312,75.20289561532404,0
32.306434462285665,84.62333953965748,0
32.59502735993931,89.23595752551373,0
25.559706701131738,80.77877488724823,0
21.601416382435282,89.36747363467916,0
16.06769246961019,89.44239953616328,0
28.383939030775927,89.56858786152972,0
25.23167863701039,84.53530761874552,0
12.47954041495667,94.59082584738623,0
30.756298779631834,84.45613904916192,0
28.597459428670668,83.52927414455797,0
31.7057278110046,77.55629673095112,0
26.232779336450697,80.13405694670257,0
23.48985446630136,73.81738647418308,0
18.72296209182029,87.89251187447276,0
31.28877454604887,78.7265619453356,0
29.660555927848584,80.05073401066106,0
9.612200547279544,91.16081317928244,0
9.151766004731787,80.59988049014112,0
17.702533830467882,78.57562471632237,0
28.304763895112792,76.83437448347303,0
32.62104836035613,91.25708863304332,0
12.181565964933752,75.89750638128658,0
23.01884956679531,83.61232886037473,0
17.810671011405496,84.87833505522985,0
32.197004758813634,89.17466595034855,0
29.075723143405305,87.88651682950443,0
28.983150702035843,92.1108864580701,0
19.955157859196845,73.87492826597136,0
18.63934556616529,79.8670688789232,0
15.185482897487041,79.47884625822742,0
9.8846953102427,76.28582522309618,0
29.62779075646771,79.6941662225555,0
28.36210368187504,80.18429657186685,0
32.92492111142288,85.2343634853862,0
32.84967464863956,88.61077048588783,0
22.07366345618263,81.88262288691085,0
27.289556365112134,89.93842423133727,0
31.5827727207392,80.81282016964768,0
29.2595987257697,79.72048380156984,0
14.549017601926955,85.69393746554671,0
19.511885383355438,73.37413175408857,0
11.662372550254698,74.70909472084995,0
31.80955718292026,82.76038932314952,0
23.31301071260141,95.2580735298744,0
14.092158723233862,89.98702878586047,0
24.91342149059411,74.90759004743273,0
23.604966047962705,92.95837688970308,0
17.255558075386404,90.24388973340068,0
11.28131302315583,87.3547254905058,0
24.91030769889401,92.3387805153655,0
21.21579340717304,82.43042198101152,0
27.370912265303467,78.08292835340276,0
21.212271465881916,84.99959412065071,0
29.321491917638646,85.87615437622519,0
21.987571972465492,85.62580738363665,0
22.208148708251635,86.26260165468298,0
29.919199491522235,95.39597259491376,0
18.362459127054024,94.28988409853191,0
11.780971122047333,93.65829973411388,0
9.210767199303085,91.88938299490121,0
26.95127953373015,95.27034391505866,0
23.658242469627375,75.15442989576431,0
25.704249482820067,79.12147242028911,0
13.709222916017762,84.5956384868012,0
11.838520193216226,92.96353078658916,0
8.86301747671457,84.83632865856264,0
17.070542093513225,90.61847918347534,0
22.91595039585451,76.11781434659557,0
18.087961725593086,78.81888981106393,0
19.192682412662794,90.23139842006744,0
30.59098491813203,76.73143621605618,0
17.013582993615998,81.17447317192475,0
21.061477159212764,79.11535375748558,0
27.647749487051684,81.13889875892356,0
18.192954249724096,89.6730593799931,0
23.70164762245828,81.56709165602165,0
29.570182570035122,86.02903705301983,0
31.69890643017677,75.1886471500295,0
12.09990638554233,91.9751116850451,0
31.138789988087808,81.6156937339566,0
20.527245372311697,88.24960021267651,0
14.815148926124255,90.07935076558839,0
19.72172746514299,77.8010422387495,0
32.44413151663218,93.87156779252402,0
20.539501377223544,87.48037595274033,0
16.537220042486872,83.01645527002532,0
23.97798495944275,77.15047952672334,0
14.373103879469667,95.24350861626118,0
10.360666859360906,90.78592973282244,0
11.655541311724544,77.76208430193874,0
11.635174522237227,80.84961343429417,0
12.217855260421436,92.08597373754084,0
11.89849823323596,89.3719781457552,0
24.160527549700095,91.04105504784522,0
12.950024214667577,83.31347906914381,0
16.95036909485588,89.86714475334328,0
30.410972802352248,82.01102274088997,0
20.083835429877023,77.83918203496033,0
24.812234020095318,87.8720787156223,0
12.716525197838028,96.04613697633914,0
13.204252431199333,80.20419164067887,0
9.505954664081871,83.78412115082256,0
12.633854513193437,88.85591570200603,0
15.312079213604967,85.70151369782474,0
12.831088912970692,92.88956749762437,0
10.674252114609306,90.94483421538723,0
11.45419318075021,74.1974217574218,0
19.761856448746254,96.57960322667469,0
13.547280717267967,90.72246437339243,0
17.404719172553722,93.3770423443022,0
20.803260890504887,88.31301325827525,0
25.370007992011644,93.19567088014762,0
9.467939223679448,75.48507902838048,0
28.032608496154587,81.08833459026715,0
23.843641393833995,93.67505813484324,0
10.504663757941014,77.61044475672668,0
29.844096096469322,74.67226362794263,0
30.999201120724734,91.57279140534439,0
